Front,Back,Extra,Tags
"A team needs a central Azure resource for jobs, assets, compute, and access control used by its machine learning project. What should it create?<br><br>A) An Azure Machine Learning workspace<br>B) A Microsoft Foundry project resource<br>C) An Azure AI Search service","A) An Azure Machine Learning workspace<br><br>A Machine Learning workspace is the top-level resource for coordinating Azure Machine Learning jobs, assets, compute, and security.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/machine-learning/concept-workspace"">Azure Machine Learning workspace</a>","A workspace governs the ML lifecycle. A Foundry project organizes generative AI development, while AI Search indexes and retrieves content rather than managing ML training operations.","AI-300 MLOpsInfrastructure Workspaces"
"Training jobs must access an existing ADLS Gen2 location without copying its files into the workspace. Which workspace object should reference it?<br><br>A) A versioned data asset<br>B) An Azure Machine Learning datastore<br>C) An Azure Machine Learning environment","B) An Azure Machine Learning datastore<br><br>A datastore securely stores connection information that lets jobs access an external storage service.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/machine-learning/how-to-datastore"">Create and manage datastores</a>","A datastore represents the storage connection; a data asset identifies particular data within storage. An environment defines runtime dependencies and cannot provide storage connectivity.","AI-300 MLOpsInfrastructure Datastores"
"A nightly training workload needs multiple CPU nodes only while jobs run and must scale to zero afterward. Which compute target is best?<br><br>A) A permanently running compute instance<br>B) An attached Azure Kubernetes cluster<br>C) A managed compute cluster with minimum nodes set to zero","C) A managed compute cluster with minimum nodes set to zero<br><br>A managed compute cluster can autoscale across nodes and deallocate all nodes when idle.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/machine-learning/how-to-create-attach-compute-cluster"">Create a compute cluster</a>","Compute instances suit interactive development and remain single-node. Attached Kubernetes is appropriate when the organization needs cluster control, but adds operational overhead for an elastic training requirement.","AI-300 MLOpsInfrastructure ComputeTargets"
"A data scientist needs an individually managed cloud workstation for notebooks, terminals, and interactive debugging. Which target should be provisioned?<br><br>A) An Azure Machine Learning compute instance<br>B) An Azure Machine Learning compute cluster<br>C) An Azure Machine Learning batch endpoint","A) An Azure Machine Learning compute instance<br><br>A compute instance is a managed development environment intended for interactive work by an individual user.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/machine-learning/concept-compute-instance"">Compute instance</a>","A compute cluster is optimized for scalable job execution, while a batch endpoint performs asynchronous inference. Use instances for authoring and clusters for repeatable production runs.","AI-300 MLOpsInfrastructure ComputeTargets"
"A pipeline must read blobs without storing account keys in code. Security requires revocable Azure authorization and least privilege. What should be configured?<br><br>A) A shared access signature embedded in the component YAML<br>B) The workspace managed identity with an appropriate data-plane role<br>C) The storage account key saved as a GitHub repository secret","B) The workspace managed identity with an appropriate data-plane role<br><br>Managed identity plus Azure RBAC enables credential-free access and narrowly scoped authorization.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/machine-learning/how-to-identity-based-service-authentication"">Authentication with managed identities</a>","SAS tokens and account keys are secrets that require rotation and can be overprivileged. Managed identity removes secret distribution while RBAC controls the exact storage scope and actions.","AI-300 MLOpsInfrastructure IdentityAccess"
"A curated training folder must be referenced by a stable name, versioned when its definition changes, and mounted by jobs. Which asset type fits?<br><br>A) A uri_folder data asset<br>B) A custom Docker environment<br>C) A registered MLflow model","A) A uri_folder data asset<br><br>A uri_folder data asset creates a versioned reference to a folder that jobs can download or mount.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/machine-learning/how-to-create-data-assets"">Create data assets</a>","Data assets describe inputs and preserve lineage without necessarily duplicating data. Environments package dependencies; models package inference artifacts rather than source training folders.","AI-300 MLOpsInfrastructure DataAssets"
"Training must use the same Python and CUDA dependencies in development and CI runs. Which reusable asset should the team version?<br><br>A) A compute instance schedule<br>B) An Azure Machine Learning environment<br>C) A workspace diagnostic setting","B) An Azure Machine Learning environment<br><br>An environment versions the Docker image and Python dependencies used to execute jobs consistently.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/machine-learning/how-to-manage-environments-v2"">Manage environments</a>","Compute schedules control availability and diagnostic settings route logs. Environments address runtime reproducibility and should be pinned to explicit versions in production jobs.","AI-300 MLOpsInfrastructure Environments"
"A preprocessing step will be reused in several pipelines and must declare inputs, outputs, code, and runtime independently. What should be created?<br><br>A) A reusable command component<br>B) A standalone online deployment<br>C) A storage lifecycle policy","A) A reusable command component<br><br>A component packages executable logic with its interface and environment for reuse in pipelines.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/machine-learning/concept-component"">Azure Machine Learning components</a>","Components are modular pipeline building blocks that support versioning and lineage. Online deployments serve requests, and lifecycle policies manage stored objects rather than ML workflow logic.","AI-300 MLOpsInfrastructure Components"
"Two workspaces in different subscriptions must consume the same approved models, components, and environments. Which service should hold these assets?<br><br>A) A shared Azure Machine Learning registry<br>B) A shared Log Analytics workspace<br>C) A shared Azure Container Registry repository only","A) A shared Azure Machine Learning registry<br><br>A registry shares versioned Machine Learning assets across workspaces and organizational boundaries.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/machine-learning/how-to-manage-registries"">Manage Azure Machine Learning registries</a>","A container registry shares images but not complete ML asset metadata, lineage, models, and components. Log Analytics centralizes telemetry rather than reusable ML assets.","AI-300 MLOpsInfrastructure Registries"
"A GitHub Actions workflow must submit Azure ML jobs without a long-lived client secret. Which authentication pattern should be used?<br><br>A) A storage account access key in GitHub secrets<br>B) OpenID Connect federation with an Azure identity<br>C) A workspace user token committed to the repository","B) OpenID Connect federation with an Azure identity<br><br>GitHub OIDC federation exchanges a short-lived token for Azure access and avoids stored client credentials.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/developer/github/connect-from-azure-openid-connect"">Connect GitHub Actions to Azure with OpenID Connect</a>","OIDC reduces secret rotation and leakage risk. Storage keys do not authenticate Azure Resource Manager operations, and user tokens are unsuitable for unattended automation.","AI-300 MLOpsInfrastructure GitHubIntegration"
