Front,Back,Extra,Tags
"A team needs a low-latency classifier that runs economically at high request volume and does not require broad world knowledge. Which model category should it evaluate first?<br><br>A) A small language model<br>B) A large reasoning model<br>C) A multimodal generation model","A) A small language model<br><br>Small language models can provide lower latency and cost for bounded tasks when their quality is sufficient.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/ai-foundry/foundry-models/concepts/models-sold-directly-by-azure"">Foundry model concepts</a>","Use task fit rather than model size as the decision rule. Large reasoning models favor complex reasoning; multimodal generation is appropriate when image or audio generation is required. Benchmark quality, latency, and cost on representative data.","AI-103 PlanManage ModelSelection"
"An app must answer questions about photographs and accompanying text in one request. Which model type best meets the requirement?<br><br>A) A text embedding model<br>B) A multimodal model<br>C) A speech synthesis model","B) A multimodal model<br><br>A multimodal model can jointly process visual and textual inputs for grounded responses.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/ai-foundry/foundry-models/concepts/models-sold-directly-by-azure"">Foundry model concepts</a>","Embedding models encode similarity but do not independently reason over images. Speech synthesis produces audio. Multimodal models are selected when the task crosses input modalities such as text and vision.","AI-103 PlanManage ModelSelection"
"A company wants grounded chat over policies with keyword matching, semantic similarity, filters, and managed indexing. Which service is the best fit?<br><br>A) Azure AI Search<br>B) Azure Blob Storage<br>C) Azure Cosmos DB","A) Azure AI Search<br><br>Azure AI Search provides managed indexing plus keyword, vector, hybrid, and semantic search capabilities.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/search/search-what-is-azure-search"">Azure AI Search overview</a>","Blob Storage is a content source, not a relevance engine. Cosmos DB can support vector workloads but does not provide the same integrated enrichment and semantic ranking toolchain. Search is the purpose-built grounding service.","AI-103 PlanManage ServiceSelection"
"A RAG workload must preserve exact product-code matches while also finding semantically similar passages. Which retrieval method should be selected?<br><br>A) Vector search only<br>B) Keyword search only<br>C) Hybrid search","C) Hybrid search<br><br>Hybrid search combines full-text and vector queries so exact tokens and semantic similarity both contribute.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/search/hybrid-search-overview"">Hybrid search overview</a>","Keyword search protects exact identifiers; vector search captures conceptual similarity. Hybrid retrieval fuses both result sets, often followed by semantic ranking. It is preferable when neither lexical nor semantic evidence alone is sufficient.","AI-103 PlanManage Retrieval"
"Documents change hourly and answers must reflect updates quickly. Which indexing approach best reduces staleness without rebuilding everything?<br><br>A) Run scheduled incremental indexing<br>B) Recreate the full index monthly<br>C) Cache generated answers indefinitely","A) Run scheduled incremental indexing<br><br>Incremental indexing processes changed source content on a frequent schedule and limits unnecessary reprocessing.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/search/search-indexer-overview"">Indexers overview</a>","A monthly rebuild violates freshness, while an indefinite answer cache preserves stale facts. Use source change detection, indexing schedules, and freshness monitoring together; choose push ingestion when even shorter latency is required.","AI-103 PlanManage Retrieval"
"An agent needs durable conversation state shared across application instances. What should the architecture use?<br><br>A) Process-local variables<br>B) A persistent conversation store<br>C) Model parameters","B) A persistent conversation store<br><br>A persistent store keeps conversation state available across restarts and horizontally scaled instances.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/ai-foundry/agents/concepts/threads-runs-messages"">Agent threads and messages</a>","Process memory is ephemeral and instance-bound. Model parameters are not per-user memory. Keep identity-scoped state in a durable thread or data store, apply retention controls, and avoid placing sensitive data into prompts unnecessarily.","AI-103 PlanManage Memory"
"An agent must retrieve approved policy passages but must never update the source repository. Which integration design follows least privilege?<br><br>A) Grant repository-owner access<br>B) Grant read-only retrieval access<br>C) Embed administrator credentials","B) Grant read-only retrieval access<br><br>Read-only retrieval permissions provide the required knowledge while minimizing the agent blast radius.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/ai-foundry/agents/concepts/tool-catalog"">Agent tools overview</a>","Owner access exceeds the task, and embedded credentials create secret exposure. Treat tools as security boundaries: scope identities, validate arguments, restrict operations, and log calls independently of the model response.","AI-103 PlanManage ToolIntegration"
"A production AI application needs separate lifecycle management for prompts, evaluations, connections, and deployments. Which organizing construct should the team use?<br><br>A) A Foundry project<br>B) A storage container<br>C) A virtual machine scale set","A) A Foundry project<br><br>A Foundry project organizes AI development assets, connections, evaluations, and application workflows.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/ai-foundry/what-is-azure-ai-foundry"">Microsoft Foundry overview</a>","Storage containers hold objects but do not manage the AI lifecycle. VM scale sets manage compute. Projects provide a collaboration and governance boundary; use separate projects or environments where release isolation requires it.","AI-103 PlanManage FoundrySetup"
"A model endpoint has predictable sustained demand and requires reserved throughput with stable latency. Which deployment option is most appropriate?<br><br>A) Serverless API deployment<br>B) Provisioned deployment<br>C) Batch-only inference","B) Provisioned deployment<br><br>Provisioned deployment reserves model throughput for predictable, latency-sensitive production demand.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/ai-services/openai/how-to/deployment-types"">Azure OpenAI deployment types</a>","Pay-as-you-go serverless deployment favors variable demand; batch inference favors asynchronous jobs. Provisioned capacity is justified by steady utilization and throughput assurance, not merely by a high short-lived peak.","AI-103 PlanManage Deployment"
"A team evaluates several catalog models without managing hosting infrastructure and pays according to usage. Which option best fits?<br><br>A) Managed compute cluster<br>B) Self-hosted Kubernetes endpoint<br>C) Serverless API deployment","C) Serverless API deployment<br><br>Serverless API deployment exposes supported models without requiring the team to provision hosting infrastructure.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/ai-foundry/how-to/deploy-models-serverless"">Deploy models as serverless APIs</a>","Managed or self-hosted compute provides more infrastructure control but adds operations. Serverless endpoints accelerate model comparison and variable workloads; verify model, region, quota, and billing availability before selection.","AI-103 PlanManage Deployment"
